name,id,genre,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
Coffee Break,3d5AaKfto6cBmNjBVzBgFC,jazz,Vince Glen,61.0,0.362,0.116,10,-19.228,0,0.0328,0.967,0.623,0.108,0.0437,79.63,5
I'd Like You For Christmas,07D1vu4IHKAqviEw2XattQ,jazz,Julie London,63.0,0.305,0.273,5,-12.307,0,0.0327,0.963,5.22e-05,0.106,0.284,77.829,4
You Wish,2MddqD0MryxIAKS03raHsz,jazz,Nightmares On Wax,65.0,0.774,0.244,9,-9.748,0,0.0299,0.72,0.915,0.379,0.421,103.464,5
Last Train Home,2O7heTmxheKOe1T0jNBPd1,jazz,Pat Metheny Group,57.0,0.406,0.489,10,-14.657,1,0.0297,0.678,0.922,0.0538,0.305,80.052,5
Medusa,3duQ9ZqjeOyUpiWMcenRzd,jazz,GRiZ,55.0,0.655,0.94,6,-3.524,1,0.279,0.008,0.000132,0.458,0.694,99.981,0
(Getting Some) Fun out of Life,1WWVlkmJSdLBSiqF2m8Ex2,jazz,Madeleine Peyroux,62.0,0.727,0.413,4,-9.621,0,0.0346,0.712,0.000158,0.0765,0.314,110.545,4
Dream Lover,1KLpjQFgubHI3GkAICCNH3,jazz,Bobby Darin,61.0,0.526,0.774,5,-1.692,1,0.0459,0.715,0.0,0.437,0.715,131.715,1
Have Yourself A Merry Little Christmas,1Gfdx16f0aOZ70Tm2Z0Lne,jazz,Judy Garland,57.0,0.182,0.14,6,-16.169,1,0.0347,0.965,0.00183,0.113,0.0941,162.701,4
Mortgage Free (feat. 2 Chainz),6VEHKvuIAB7LcTwl1XqnBi,jazz,DJ Premier,59.0,0.734,0.534,9,-8.644,1,0.202,0.0456,0.0,0.111,0.835,89.012,1
Só Danço Samba,5je0CDv1Z1hT82Nek1Fjhl,jazz,Stan Getz,63.0,0.578,0.364,2,-15.162,1,0.0441,0.683,0.0539,0.105,0.723,78.073,4
This Is A Very Special Day,6KY3HD3nM0zyMkrz7jAlYL,jazz,Peggy Lee,58.0,0.717,0.194,7,-13.088,0,0.043,0.749,1.07e-06,0.0793,0.758,114.744,4
The Way You Look Tonight,4YGlRLe6TeBRiXFByBqldf,jazz,Michael Bublé,65.0,0.642,0.483,6,-10.486,1,0.028,0.549,0.000282,0.251,0.452,109.995,4
Easy To Love,0oVWNxNOoezPVN2g8Jcml4,jazz,Ahmad Jamal,55.0,0.724,0.203,10,-13.794,1,0.039,0.838,0.784,0.123,0.405,135.144,5
Christmas Island,6zyBxmPeApX2JaJIyBVtJX,jazz,Leon Redbone,52.0,0.616,0.203,8,-15.192,1,0.044,0.921,0.00327,0.111,0.594,129.602,4
EQUILIBRIUM,2GnhkfBcDsFdG1MQILHM3j,jazz,Darius,64.0,0.738,0.508,3,-9.421,0,0.0817,0.682,0.928,0.0885,0.474,118.047,5
But Beautiful,1XCBWtTJZuHbwa6GLUutjo,jazz,Stan Getz,59.0,0.499,0.0539,11,-21.882,1,0.0396,0.972,0.0287,0.0839,0.324,72.981,4
Blue Skies,0ADAFZE0bYIuaIyPNFl3LE,jazz,Art Tatum,56.0,0.443,0.0711,1,-20.146,1,0.0486,0.989,0.894,0.101,0.596,175.02,5
Misty,4uxsv9PjV3Yeyn51RdWvGJ,jazz,Johnny Mathis,60.0,0.216,0.267,8,-13.561,1,0.0351,0.876,2.7e-05,0.109,0.218,82.098,4
Peace Piece,58yFroDNbzHpYzvicaC0de,jazz,Bill Evans,58.0,0.464,0.0266,0,-20.338,1,0.0532,0.987,0.879,0.0836,0.0659,132.972,5
Feblu,0BD9XqvXSSxlHsdBlLKhqA,jazz,Flughand,58.0,0.769,0.277,10,-8.375,1,0.095,0.897,0.862,0.118,0.641,80.951,5
Estrellita,3O7WAvCq2hW9QLgXo5NcH5,jazz,Red Garland,56.0,0.401,0.0741,3,-22.341,1,0.0354,0.97,0.897,0.118,0.171,86.604,5
Five Years Ago,1L2aEbr8dOnVUKoeFhmMZG,jazz,Leonard Peters,60.0,0.309,0.104,0,-23.378,1,0.0428,0.976,0.918,0.149,0.0779,50.329,5
I'll Be Home for Christmas,5Gu9fOL58Zg9VaOoiO3jHx,jazz,Oscar Peterson,57.0,0.485,0.0473,2,-21.16,1,0.0362,0.959,0.941,0.0921,0.416,115.247,5
Don't Let Me Be Misunderstood,7M9pPyt8Gr41THLhbz4NSB,jazz,Nina Simone,63.0,0.388,0.501,11,-11.296,0,0.0731,0.778,0.0,0.305,0.532,158.348,4
I'll Be Home For Christmas,5R9NaAk7bp624MbMyhcoBZ,jazz,Diana Krall,53.0,0.256,0.137,3,-15.182,1,0.0329,0.909,5.51e-05,0.104,0.147,83.432,4
Better Than I Imagined (Feat. H.E.R. & Meshell Ndegeocello),04vYVsWbhkQaTLx2kgVNks,jazz,Robert Glasper,59.0,0.646,0.483,10,-9.147,0,0.0631,0.0252,0.0161,0.0887,0.407,143.866,3
I Think I Love You Again,4SvhIfAl0nqli7X20A7YtA,jazz,Aaron Taylor,64.0,0.755,0.326,8,-7.311,0,0.047,0.44,4.51e-06,0.113,0.388,64.953,3
Moon River,4vHQWVCZuQuOmv14z7bLbQ,jazz,The Sweetgreens,61.0,0.601,0.0371,2,-25.963,0,0.0399,0.885,0.578,0.0991,0.121,112.603,5
Booty Swing,3sMleqdCDalZ6xsAQe8xuY,jazz,Parov Stelar,66.0,0.85,0.669,0,-5.46,1,0.047,0.26,0.274,0.103,0.914,112.966,1
Just A Gigolo / I Ain't Got Nobody - Medley / Remastered,0NI42v4l2AxIbgoIrWKiBU,jazz,Louis Prima,62.0,0.519,0.638,8,-5.226,1,0.0942,0.683,0.0,0.0561,0.67,124.878,1
Peace,7tXeeUCuvSrGnnscIT58iv,jazz,Norah Jones,53.0,0.485,0.0288,10,-19.897,1,0.0442,0.978,0.000293,0.173,0.0546,119.119,4
Winchester In Apple Blossom Time,6S6bbgUm80TdelwOPf0dsR,jazz,Mandevilla,61.0,0.415,0.126,5,-18.253,1,0.0578,0.962,0.77,0.0985,0.237,177.535,5
Night Swimmer,2TaXpoVerMqrJxoEh1KjgS,jazz,Hara Noda,60.0,0.367,0.11,5,-21.494,1,0.0443,0.942,0.953,0.106,0.233,179.593,5
Lebanese Blonde,66KcXPDs1hr8T06KvlJCeA,jazz,Thievery Corporation,53.0,0.808,0.837,9,-6.583,0,0.046,0.238,0.86,0.0624,0.653,92.002,5
Broken Hearted Melody,5X4lsUAYrT5m0IyL6Xm8T5,jazz,Sarah Vaughan,61.0,0.45,0.544,7,-10.011,1,0.0378,0.796,0.0,0.194,0.75,132.542,4
Body & Soul,4zvVf1nFhfoJi7m9z2fcHf,jazz,Hudson Harris & Haim,57.0,0.556,0.0938,1,-20.552,1,0.0362,0.918,0.794,0.112,0.221,115.264,5
Time After Time,1b027Iusu7sUPRNk1T7ZKo,jazz,Carlton Maison Quartet,61.0,0.477,0.14,0,-13.756,1,0.0385,0.975,0.0893,0.0993,0.28,78.842,4
I Hear A Rhapsody,2oEvw0AfrT2fPNpEnBwVml,jazz,Bill Evans,56.0,0.384,0.036,0,-25.958,0,0.0449,0.995,0.94,0.13,0.116,172.997,5
Shoot The Moon,4WKpe950P42BG5WCE1TOUO,jazz,Norah Jones,62.0,0.569,0.265,0,-12.436,1,0.0269,0.902,0.00152,0.094,0.424,74.235,4
Maybe,6jSOQzZ92aPKN0p2m09y2n,jazz,The Ink Spots,59.0,0.407,0.0944,5,-17.809,1,0.0288,0.992,0.611,0.105,0.199,92.145,5
The Sweetest Meditation,1QVF9JOvsO9koQhq1XQTzy,jazz,Lord Echo,63.0,0.775,0.805,11,-8.594,0,0.0518,0.198,0.111,0.0912,0.717,114.886,3
Misty - Remastered 2020,2yiISACbYnL2hApy1ffKKs,jazz,Erroll Garner,59.0,0.327,0.145,5,-20.443,1,0.0397,0.945,0.884,0.091,0.136,178.966,5
A Teenager's Romance,1Qn5jElT7XqjvVeJ8pYM2w,jazz,Ricky Nelson,61.0,0.51,0.484,10,-6.942,1,0.038,0.784,0.0,0.306,0.683,103.356,4
I Just Want To Make Love To You - Single Version,3QnHWkNMY2mpy494Bis0ly,jazz,Etta James,66.0,0.642,0.523,3,-8.579,1,0.11,0.772,3.26e-06,0.527,0.654,101.635,4
Save the Last Dance for Me,1NnBOnFPFdYJdauawQt5bN,jazz,Michael Bublé,54.0,0.745,0.45,4,-9.121,1,0.0354,0.288,0.0,0.0538,0.807,133.952,1
Cantaloupe Island - Remastered,0sCeNwt8xRCMR4NhKpMyBe,jazz,Herbie Hancock,63.0,0.515,0.583,0,-8.182,0,0.0284,0.749,0.000294,0.123,0.414,116.11,4
What Are You Doing New Year's Eve?,2Hnzv5jnxY7C20WJKRr4NS,jazz,"Harry Connick, Jr.",54.0,0.375,0.139,3,-16.263,1,0.0324,0.901,0.00777,0.11,0.166,60.909,4
Mis Deseos / Feliz Navidad (with Thalia),0kmrXYtFI8cgxsShrJpThx,jazz,Michael Bublé,54.0,0.657,0.571,9,-6.52,1,0.0379,0.6,0.0,0.195,0.798,126.004,1
Dolphin Dance,0kUYnVS6z9YhL22l9pDDcB,jazz,Ahmad Jamal Trio,57.0,0.478,0.231,4,-18.064,0,0.0302,0.869,0.919,0.101,0.136,74.937,5
Evenings,3jSslE7Fop3jOjiPYDpVD0,jazz,Mr. Käfer,59.0,0.445,0.28,9,-9.553,0,0.0688,0.366,0.908,0.0937,0.349,93.834,5
Some Other Time,0oEIrVWpLj01XtFtDitQyR,jazz,Bill Evans Trio,56.0,0.407,0.0347,0,-28.998,1,0.0382,0.951,0.922,0.709,0.151,61.018,5
Massa,2ahXLrf6FeWvYHLvcfWZFZ,jazz,l'Outlander,59.0,0.74,0.0694,10,-19.463,1,0.0591,0.928,0.889,0.0767,0.34,99.997,5
Red Room,55mvtucws4Mnro27744t9X,jazz,Hiatus Kaiyote,59.0,0.687,0.361,7,-9.782,1,0.0501,0.631,0.00479,0.117,0.453,80.935,4
Let It Snow,6zduorj53VssZG2WOsXq3G,jazz,Diana Krall,54.0,0.515,0.486,5,-6.8,1,0.0775,0.345,0.0,0.0855,0.56,148.128,1
"Bewitched, Bothered, And Bewildered",0gE63HwMeWgK30ONO4witM,jazz,Ella Fitzgerald,59.0,0.344,0.108,5,-16.631,1,0.0475,0.971,0.0,0.0961,0.263,61.188,4
Tout Doucement,0OGo0CHKYXBzb9A9KdtQLz,jazz,Blossom Dearie,58.0,0.488,0.156,8,-17.617,1,0.037,0.89,0.0,0.14,0.379,96.576,4
Frosty The Snowman - Alternate Take,3HAb7X4nme7Ke4heOTwncF,jazz,Ella Fitzgerald,58.0,0.603,0.509,8,-6.39,1,0.0578,0.776,0.0,0.156,0.793,76.667,1
It Might As Well Be Spring,2ErJ9mgDw6dh8IOT1Ovd0a,jazz,Bill Evans Trio,57.0,0.383,0.0893,3,-19.452,0,0.0333,0.926,0.716,0.11,0.155,178.676,5
Fear & Delight,7zyqJJ0QwajaHaPLCqZFXN,jazz,The Correspondents,58.0,0.705,0.869,10,-5.901,0,0.0519,0.0155,6.2e-06,0.107,0.535,101.983,3
Spring Is in the Air,0c6PEeFIX4PQ20yyjwW1SE,jazz,Martin Landström,62.0,0.459,0.214,9,-18.102,0,0.0379,0.848,0.865,0.274,0.0793,109.113,5
Life Aquatic,5KLDDQceyHMIbI5miOE8Q4,jazz,Phlocalyst,60.0,0.668,0.145,1,-13.591,1,0.0419,0.964,0.955,0.0783,0.16,78.026,5
All Of Me,7pCcxxrnJt55nwbhpaTQDX,jazz,Oscar Peterson Trio,55.0,0.631,0.27,8,-14.43,1,0.0502,0.889,0.674,0.106,0.515,132.852,5
What The Heart Wants,3REyVyWHPHPKQueGFnCYay,jazz,Vincent Hall Trio,61.0,0.408,0.0344,8,-23.218,1,0.0337,0.776,0.909,0.115,0.203,89.94,5
When You Are Around,3WUrXHDowLk25UtALiohVD,jazz,Trois Amis,61.0,0.559,0.194,8,-16.927,1,0.0412,0.909,0.852,0.132,0.169,84.095,5
White Christmas,3u3AkOMPjkrqBZ5NVbU0Xy,jazz,Oscar Peterson,66.0,0.407,0.0242,8,-27.846,1,0.0328,0.956,0.773,0.113,0.185,78.691,5
Someone To Watch Over Me,3Gcpi1CwKoQtc8B3H2ZOIX,jazz,Lee Konitz,58.0,0.419,0.0284,0,-24.09,1,0.0357,0.987,0.586,0.105,0.121,71.502,5
Caught up In the Rapture,5z1Yde01fIsC6NaswUXbDI,jazz,Anita Baker,55.0,0.593,0.506,2,-9.708,1,0.0263,0.412,3.99e-06,0.048,0.378,91.273,4
Niki Hoeky,2MIrsZ7mWI3FwevvcX21Ht,jazz,Aretha Franklin,1.0,0.677,0.634,5,-9.352,1,0.032,0.536,5.48e-06,0.232,0.861,116.764,1
Hark! The Herald Angels Sing,0xKTdKwBalLkjGh5wKfGaD,jazz,Wynton Marsalis,56.0,0.494,0.253,7,-15.009,1,0.0291,0.726,0.257,0.102,0.643,111.365,4
I'll Never Stop Loving You,4WeALICmdsUgK5gW2xjLkG,jazz,Ahmad Jamal,54.0,0.524,0.0877,0,-21.657,1,0.0394,0.982,0.891,0.129,0.117,79.894,5
Blue,3XtKluN0ce1EjiAax8HFw8,jazz,Aaron Taylor,64.0,0.851,0.201,8,-8.344,1,0.0339,0.656,0.0498,0.111,0.37,107.988,4
Everlasting Love,4WsIDsX6qHfnqtz98YeggM,jazz,Jamie Cullum,0.0,0.727,0.498,8,-7.963,1,0.0335,0.39,0.0,0.106,0.342,125.947,1
Beyond the Sea,2EIaO5knwUA3F2qnf9LV3S,jazz,Bobby Darin,60.0,0.521,0.516,2,-7.456,0,0.0369,0.723,0.0,0.257,0.569,136.483,3
Autumn Leaves,1QlTNF43OyKK9BorIRsJ8o,jazz,Chet Baker,56.0,0.35,0.607,5,-11.141,0,0.0498,0.794,0.446,0.116,0.597,187.101,5
The Great Pretender,2FkCjtQ1lYsf71s2FAS8hE,jazz,The Platters,63.0,0.425,0.401,7,-9.427,1,0.0315,0.943,3.44e-06,0.072,0.531,115.71,4
Red Room,0aefDhwto2nL2kTHIiil0J,jazz,Hiatus Kaiyote,60.0,0.687,0.361,7,-9.782,1,0.0501,0.631,0.00479,0.117,0.453,80.935,4
Tezeta (Nostalgia),414J8tKHbtF16XOiHGBEso,jazz,Mulatu Astatke,58.0,0.547,0.356,5,-10.199,0,0.0366,0.954,0.917,0.0891,0.504,81.032,5
Burn Up The Floor,5nz3dwffS8W2WDWRa9SgfR,jazz,GRiZ,54.0,0.524,0.994,11,-0.084,1,0.386,0.00173,0.032,0.403,0.441,173.993,0
"21st Century Schizoid Man - Including ""Mirrors""",5L7VBYoosmkmiiDlzumdCe,jazz,King Crimson,60.0,0.365,0.701,7,-9.914,0,0.0575,0.000405,0.572,0.196,0.558,93.477,5
Whispering,56iefhR5eHOApqbhkwIQfq,jazz,Living Room,59.0,0.662,0.0868,1,-19.566,0,0.0414,0.947,0.93,0.102,0.0875,124.041,5
Promenades,02pEBVQIVkwvSopsnfey9N,jazz,Phlocalyst,59.0,0.642,0.0431,7,-16.701,0,0.0417,0.942,0.877,0.103,0.238,146.086,5
The Nearness Of You,39CdOo5GPGSIdxWDvyyWkr,jazz,Ella Fitzgerald,58.0,0.409,0.105,6,-17.849,1,0.0484,0.926,0.0,0.126,0.239,81.884,4
New Hampshire,0Z8auoHguIXLgSMzqT3kZr,jazz,Magpie Jazz Trio,61.0,0.403,0.0273,1,-26.497,1,0.043,0.956,0.948,0.158,0.135,84.169,5
Slow Your Mind,6zBBME5dcrQAU2lu0qrH6V,jazz,Living Room,59.0,0.544,0.189,9,-17.384,0,0.0313,0.966,0.894,0.0997,0.138,140.072,5
Tennessee Waltz,0BHroBUvBAp561BYqC9LRK,jazz,Patti Page,60.0,0.373,0.124,5,-12.95,1,0.0342,0.969,0.000891,0.123,0.351,86.857,4
Oye Cómo Va,73uEbChpBB29ttwVnwuNVE,jazz,Tito Puente,62.0,0.658,0.738,7,-6.717,1,0.0315,0.747,0.00605,0.0624,0.963,123.261,1
You're Gonna Miss Me,1yLsZ8fuQJqk2cm1VDWTGb,jazz,Connie Francis,60.0,0.327,0.262,5,-9.49,1,0.0446,0.85,0.0,0.193,0.421,190.806,4
I'm Confessin' (That I Love You),6kLp24Op7cOu8iQkU46sBv,jazz,Thelonious Monk,55.0,0.624,0.359,1,-9.457,1,0.0521,0.965,0.905,0.101,0.206,104.357,5
Nakamarra (feat. Q-Tip),12v5GBM74fB8WsHJPQRTIe,jazz,Hiatus Kaiyote,60.0,0.552,0.531,8,-6.767,1,0.125,0.656,5.21e-05,0.11,0.324,91.573,4
"Gee Baby, Ain't I Good To You",5EV1wV9ZvK2PsSAwnJSNgb,jazz,Sonny Clark,58.0,0.676,0.124,2,-16.939,1,0.0651,0.842,0.421,0.126,0.221,70.309,4
Let's Fall In Love,4IVyX0UJzGyUk0MLiz1jVJ,jazz,Diana Krall,63.0,0.615,0.177,5,-16.925,0,0.0465,0.82,0.000186,0.135,0.383,124.558,4
Reasons,1srD2uc11TcQiOmHHrJp8M,jazz,"Earth, Wind & Fire",57.0,0.604,0.43,3,-10.624,1,0.0356,0.212,0.0,0.159,0.574,126.632,1
Someday (feat. Meghan Trainor),7t3q4ghl6rphMXn0oOJhUr,jazz,Michael Bublé,62.0,0.671,0.539,7,-6.08,1,0.0392,0.18,0.0,0.0748,0.934,94.98,1
Blue In Green (Take 3),60p18YXhrzLNrAaUXL8Bu6,jazz,Bill Evans,56.0,0.452,0.109,2,-19.965,0,0.0471,0.977,0.879,0.088,0.139,126.29,5
That Old Feeling,2d64G7VaZdHQuAquz5HQNu,jazz,Chet Baker,58.0,0.643,0.175,5,-16.813,0,0.0391,0.633,4.24e-05,0.143,0.642,78.031,4
Rudolph the Red-Nosed Reindeer,55MEuot3LcblVWskBOPZIQ,jazz,"Harry Connick, Jr.",53.0,0.538,0.284,7,-9.687,0,0.0656,0.661,0.0,0.242,0.727,146.377,4
Let It Snow! Let It Snow! Let It Snow!,5tEPbTgMiDlXpQfBsnVAzk,jazz,Kenny G,55.0,0.404,0.47,0,-10.292,1,0.0375,0.286,0.54,0.123,0.134,124.132,5
I Miss You So,45Ucre28FuNGYxHG7ZlAQ4,jazz,Nat King Cole Trio,58.0,0.562,0.119,5,-16.837,1,0.0351,0.975,0.00343,0.113,0.213,75.52,4
Muy Tranquilo,6O7qFEXmLQcOsV37wrgJDz,jazz,Gramatik,63.0,0.641,0.621,7,-3.88,1,0.0524,0.24,0.0299,0.175,0.749,89.926,1
Ain't We Got Fun,1hqrv4RHtqRres6Szcibvv,jazz,Peggy Lee,60.0,0.648,0.241,7,-11.98,1,0.0407,0.755,0.0,0.146,0.634,135.887,4
Black Coffee,56IQUfsUskt9VHe6YM6kue,jazz,Sarah Vaughan,59.0,0.38,0.155,1,-11.977,1,0.0311,0.973,1.7e-05,0.0977,0.127,94.23,4
Run Rudolph Run,0tm9wjJs6eT8zRxtBY4Gxc,jazz,Norah Jones,55.0,0.671,0.535,8,-10.295,1,0.035,0.598,0.379,0.156,0.52,124.451,5
I've Got a Crush On You,0Kp6wskdOWA5U74pbtZ3qQ,jazz,Steve Tyrell,64.0,0.568,0.375,7,-9.167,1,0.0319,0.535,0.000107,0.103,0.231,79.09,4
Elise,5YwlVPYyxZWX4rB366JmYc,jazz,Bladverk Band,56.0,0.505,0.193,1,-12.108,1,0.0323,0.963,0.872,0.104,0.0856,120.206,5
Theme From Shaft - Remastered,7KMILVTQdVS4zQ8ilTcpRO,jazz,Isaac Hayes,65.0,0.487,0.716,9,-17.689,0,0.0463,0.233,0.00445,0.113,0.819,120.795,3
In the Mood,6dZKWYSx5YBIme4SfpIHJ0,jazz,Glenn Miller,61.0,0.645,0.398,8,-12.208,1,0.11,0.854,0.306,0.0731,0.705,82.768,4
Uncle Remus,4PPwkLq2ld1k09Bl5NkyZB,jazz,Frank Zappa,60.0,0.484,0.66,0,-11.163,1,0.0358,0.034,0.0812,0.0893,0.742,78.591,1
White Christmas - Alternate Take,7n8qaCLZIa6P6ckGrab2Qb,jazz,Ella Fitzgerald,56.0,0.213,0.228,8,-12.806,1,0.0344,0.976,0.000384,0.115,0.157,76.826,4
Morning Sun,2DGtpArADhlyWENHG8gQfJ,jazz,Living Room,59.0,0.63,0.126,5,-16.777,1,0.041,0.958,0.932,0.0888,0.449,139.953,5
Suede,4F00pGa6rKvXx043AXvowT,jazz,Marion Meadows,52.0,0.74,0.581,9,-7.692,0,0.0304,0.344,0.013,0.118,0.602,99.96,3
Holly Jolly Christmas,67mgz7S5y7hnCE63YBjfO6,jazz,Michael Bublé,79.0,0.609,0.427,0,-8.639,1,0.0417,0.857,0.0,0.0898,0.741,151.433,4
Searching,45muf22QzSyKwsF4l3IcwJ,jazz,Roy Ayers,56.0,0.468,0.76,4,-7.304,0,0.0529,0.535,8.1e-06,0.0912,0.472,168.963,3
Ballad Of The Sad Young Men,6N57mvrlpGr2yl0FfiHnY4,jazz,Marcin Wasilewski,58.0,0.372,0.0891,7,-21.78,1,0.0357,0.916,0.911,0.158,0.0798,137.995,5
Boogie Woogie Santa Claus,03MYXczT3SF2QYCdZYVUpJ,jazz,Lionel Hampton,57.0,0.58,0.304,5,-8.178,0,0.044,0.746,0.0,0.0712,0.864,139.637,4
Snow,0pt3Lykez1WsD7L9wVZaMd,jazz,Leslie Odom Jr.,53.0,0.693,0.645,5,-5.607,1,0.0296,0.604,0.0,0.31,0.767,91.904,1
Because Of You,6neOhWrEXAny5DKmVGnlHo,jazz,Gerald Albright,51.0,0.585,0.657,10,-7.785,1,0.0574,0.58,0.0151,0.127,0.466,84.529,1
A Taste of Honey - Live,6PdC87pNlAOBZFRVhk2c3Q,jazz,Paul Desmond,56.0,0.492,0.151,5,-18.015,0,0.0421,0.918,0.00353,0.11,0.215,124.925,4
"Baby, It's Cold Outside - Remastered",7fzUBUh8CH0DF0yCaSUKfj,jazz,Betty Carter,51.0,0.494,0.12,3,-14.681,1,0.0646,0.746,0.0,0.0301,0.24,79.842,4
Lessons in Nature,1mZs16Lf2jqjJ4T6r3NZP2,jazz,Phlocalyst,59.0,0.632,0.13,7,-13.264,0,0.0398,0.907,0.944,0.149,0.307,77.967,5
I'll Be Home For Christmas,1qROgwE9QW1pwfeIafE0KV,jazz,Kenny G,55.0,0.321,0.248,9,-11.959,0,0.0331,0.578,0.773,0.0935,0.0853,92.014,5
Turiya & Ramakrishna,4DVu7YgHVJaeN0C7HNpy2q,jazz,Alice Coltrane,59.0,0.418,0.295,6,-14.667,1,0.0303,0.913,0.896,0.248,0.132,109.621,5
Jazz (We've Got),7AgMX97ljLm9BzszyyXEYZ,jazz,A Tribe Called Quest,61.0,0.822,0.479,11,-15.962,1,0.271,0.719,4.42e-05,0.124,0.72,92.461,0
Love Theme From Spartacus - Remastered,7yzM0pEseQUpb6BMViOPEA,jazz,Yusef Lateef,58.0,0.522,0.379,4,-14.096,0,0.0286,0.635,0.925,0.114,0.454,133.698,5
Auld Lang Syne,1xLEZzyPlldPLRpbvQH3uO,jazz,Leslie Odom Jr.,52.0,0.408,0.0736,7,-15.563,1,0.0371,0.918,0.0,0.248,0.676,107.713,4
Koi,6iiPWDWwbjuCCJlC6DkoHC,jazz,Phlocalyst,59.0,0.655,0.245,4,-11.043,0,0.029,0.304,0.945,0.113,0.0674,135.993,5
I'll Look Around,1wAURZCIA0k5RNwaJN3dH3,jazz,Billie Holiday,56.0,0.438,0.0865,0,-16.593,1,0.0334,0.98,5.74e-05,0.103,0.315,69.804,4
ザ・ワード II,3OCxOUUH3FUf8xk0RuWADJ,jazz,セキトオ・シゲオ,57.0,0.295,0.176,2,-13.949,0,0.0397,0.849,0.659,0.105,0.147,120.47,5
Champs De Lavande,5T16oGEZMdRdO8aI6DvSKy,jazz,Living Room,59.0,0.658,0.387,9,-14.84,0,0.0667,0.931,0.941,0.0977,0.59,139.89,5
The Thrill Is Gone,4NQfrmGs9iQXVQI9IpRhjM,jazz,B.B. King,64.0,0.547,0.46,11,-8.759,0,0.0256,0.344,0.442,0.0983,0.543,90.768,5
B Minor Waltz - Remastered 2003,1G8ZiodFtDX5tNHwvxcllW,jazz,Bill Evans,55.0,0.381,0.194,11,-16.429,0,0.0443,0.938,0.934,0.131,0.103,74.303,5
Sympathique,1sKpay0q1lsH8RgafNzdI1,jazz,Pink Martini,58.0,0.571,0.352,5,-11.946,1,0.0531,0.728,0.0,0.096,0.775,129.443,4
Love's Holiday,2Am4TMJcqfQtr79278nZjj,jazz,"Earth, Wind & Fire",56.0,0.598,0.58,9,-10.105,1,0.0409,0.575,2.17e-05,0.12,0.735,74.855,1
"I've Seen All Good People: a. Your Move, b. All Good People - 2003 Remaster",3skk6UIXV4kepq2bdYy97g,jazz,Yes,57.0,0.417,0.425,4,-11.689,1,0.062,0.0418,1.31e-05,0.0897,0.498,134.917,4
Blue in Green,36cspwQPiIL9ElURDU7bGX,jazz,Hudson Harris & Haim,58.0,0.557,0.0593,10,-23.714,1,0.0383,0.827,0.772,0.108,0.15,117.939,5
Farewell,5s2sEbhxWaiYJF1ko6iMXs,jazz,Mandevilla,59.0,0.488,0.197,7,-17.524,0,0.0434,0.955,0.939,0.105,0.113,112.819,5
Maybe We'll Meet Again,2ghcpXt1t7oQfHcF5hUBP2,jazz,Kuipers & Winter,59.0,0.584,0.139,5,-11.483,1,0.0304,0.961,0.0369,0.106,0.24,106.759,4
Forever Now,46zJ3FTTeK48LESza15wbQ,jazz,Michael Bublé,62.0,0.477,0.377,2,-6.054,1,0.032,0.836,0.0,0.117,0.453,131.593,4
Roundabout - 2008 Remaster,7lPjS6Yd4lRk4BsboDsm1H,jazz,Yes,53.0,0.411,0.845,4,-6.821,0,0.0835,0.117,0.0146,0.0763,0.391,132.876,3
O Lettle Town Of Bethlehem,38YcOVBqCbMZej01gurFFz,jazz,The Eddie Higgins Trio,56.0,0.644,0.245,7,-12.436,1,0.0394,0.972,0.917,0.122,0.134,88.304,5
My Christmas Night,49LTYbjanIrYyKgUKA2s5R,jazz,Massimo Faraò,58.0,0.524,0.0803,10,-16.1,1,0.041,0.89,1.4e-05,0.126,0.139,116.904,4
If I Had You,79nMHWTfds6KJu5zWQbQ4n,jazz,Etta Jones,59.0,0.52,0.0206,2,-22.868,0,0.0486,0.961,0.000435,0.0981,0.109,118.424,4
Over The Rainbow,3MQQzKoVtnpxGITOEP3Ri2,jazz,Dave Brubeck,56.0,0.608,0.0628,5,-21.491,1,0.0665,0.991,0.933,0.0731,0.101,133.858,5
Song For My Father,1CDBaGlisZlOJzvx88lL8A,jazz,Horace Silver,59.0,0.742,0.671,5,-8.142,0,0.0407,0.794,0.00441,0.122,0.591,127.359,3
Con Alba,0f0MxPmuo6W577AUYozNVr,jazz,The Lenny Ryan Trio,61.0,0.462,0.0298,0,-25.49,1,0.0381,0.974,0.93,0.107,0.0877,90.083,5
"Stop, Look, Listen (To Your Heart)",24Wg5AQK6AaNyZBTpL1unQ,jazz,Boney James,54.0,0.575,0.494,11,-12.006,0,0.0346,0.389,0.562,0.0741,0.395,84.909,5
Soul Sista,1eetzMDPNpYSZOreBw7SSk,jazz,Bilal,57.0,0.706,0.326,8,-10.45,0,0.116,0.538,8.06e-06,0.171,0.705,145.976,3
Georgia on My Mind,6yMGxqKj0218mFR5KqsMRq,jazz,Ray Charles,60.0,0.19,0.323,7,-12.405,1,0.0303,0.626,2.17e-06,0.176,0.281,94.34,4
Thanksgiving Theme,6gHHkGaRG66w2SQR4PTwak,jazz,Vince Guaraldi,54.0,0.572,0.221,0,-18.696,1,0.0326,0.955,0.836,0.108,0.519,105.064,5
